dataset,feature_set,model,target,r2,mae,rmse,nmae,nrmse
powery,selected,Ridge,C-6,0.9942649705326888,15.928294084753288,22.68334568011218,0.009782054821460244,0.013930539566656146
powery,selected,Ridge,C-7,0.9946470241423954,17.1461180562829,24.340356989694452,0.010808988812827679,0.015344268920709595
powery,selected,Ridge,C-8,0.9967519876846767,15.264577222094104,20.625827717726416,0.008874343240032162,0.01199120500448178
powery,selected,Ridge,C-9,0.9969156289240643,14.16291654646544,19.041534058701938,0.009687785723950905,0.013024880942481781
powery,selected,Ridge,C-10,0.9971039761212518,12.523051202155493,16.41408780691336,0.00910729803871791,0.011937026151064163
powery,selected,Ridge,C-11,0.9955547070533503,13.883753795065223,18.76570219863614,0.009611267382981898,0.01299088014111935
powery,selected,Ridge,C-12,0.9958860170211185,14.514947060434551,19.852573866684626,0.009609203317119175,0.013142825658186598
powery,selected,Ridge,C-13,0.9946393547354097,17.587871238265926,24.133884877403403,0.009696031544700187,0.013304788618098713
powery,selected,Ridge,C-14,0.994961644830863,17.829025637540816,23.240807210674014,0.012694985628183027,0.016548392465465914
powery,selected,Ridge,C-15,0.9948971810670141,15.72547212620584,19.805201159752915,0.011567535997318235,0.014568553205330447
powery,selected,KNN,A-2,0.9446549530460481,20.645676773819705,24.521631088614186,0.035033662335233376,0.041610771731012124
powery,selected,KNN,B-1,0.9460866592916939,25.021830859802904,31.28548775162592,0.03464691460251227,0.043319996386430096
powery,selected,KNN,B-2,0.9511778624886184,24.821564583974233,30.939570630654256,0.03015686510544158,0.03758991318908759
powery,selected,KNN,B-4,0.9415425012747833,24.434804774473378,29.467889434512546,0.035243097395780555,0.04250247575022834
powery,selected,KNN,B-5,0.9502834460568321,23.901303001992602,29.08536624200586,0.030286348947213736,0.036855294089592615
powery,selected,KNN,B-7,0.9385328337066531,25.079918531321418,30.47336165304323,0.03607235737322424,0.043829727378869816
powery,selected,KNN,B-8,0.9319047529202596,28.58559246066152,34.57045526161161,0.03901793396661805,0.04718697863092218
powery,selected,KNN,C-1,0.9478408357144771,53.82997518945795,66.10408409591975,0.03665398327931778,0.04501168697586497
powery,selected,KNN,C-2,0.9485998744106638,61.95513618624998,77.51110413230734,0.038449823301688134,0.04810397396023151
powery,selected,KNN,C-3,0.9506354055641839,61.40579205096387,76.95998627122316,0.03367417094585637,0.04220389717531946
powery,selected,KNN,C-4,0.9380309056748053,63.405853059675685,81.85785859843611,0.0397508506613816,0.05131891387920346
powery,selected,KNN,C-5,0.9343052961967708,59.689508644159794,76.50064313401411,0.03736979732351021,0.04789474053269838
powery,selected,KNN,C-6,0.9348684460831184,59.92859772412303,76.44252152902008,0.03680399327080161,0.046945701297874516
powery,selected,KNN,C-7,0.9383850068848317,66.07126215742969,82.57954836657447,0.041651616486296686,0.052058513275871625
powery,selected,KNN,C-8,0.946612956505969,68.60109133659249,83.6219879170367,0.039882508523102114,0.048615183531941976
powery,selected,KNN,C-9,0.948794250760311,64.7258864165405,77.58503948938507,0.04427410952673575,0.05307008874136249
powery,selected,KNN,C-10,0.9482789409710554,56.74417901822102,69.3664369915321,0.0412667920891637,0.050446237531720166
powery,selected,KNN,C-11,0.9447854128057098,52.51982412307165,66.1365508084919,0.03635775165744021,0.045784164930562074
powery,selected,KNN,C-12,0.9421889429081778,60.414621003702706,74.42023390114475,0.03999576258419351,0.04926777586485084
powery,selected,KNN,C-13,0.9395401612833492,64.98667173988309,81.04984606007228,0.03582655402912244,0.04468203419534683
powery,selected,KNN,C-14,0.9471972029629769,60.45458748399993,75.23766049591714,0.04304610553989707,0.05357224999904851
powery,selected,KNN,C-15,0.9490738462718099,50.005662921289165,62.566897054426036,0.03678377992529867,0.04602372686232339
powery,selected,RandomForest,A-2,0.8812545541959672,29.297481414128924,35.91852181753883,0.04971491525222944,0.06095016301582623
powery,selected,RandomForest,B-1,0.8946983992964934,35.51583228474004,43.723235789208125,0.04917761674200004,0.06054214118151603
powery,selected,RandomForest,B-2,0.8955498622855514,38.04285576589733,45.25435673915709,0.04622002233890798,0.05498160790788401
powery,selected,RandomForest,B-4,0.8744116681888028,35.89389116582115,43.19202473040027,0.05177090277357642,0.06229723332533833
powery,selected,RandomForest,B-5,0.8795767387348643,36.77151299650613,45.26674011248084,0.04659473476556257,0.057359395286321314
powery,selected,RandomForest,B-7,0.8858290764600486,33.77523421645466,41.5313957600046,0.048578798910321304,0.059734458395178915
powery,selected,RandomForest,B-8,0.8835585743544083,35.1819484807459,45.20645541627317,0.0480216369322343,0.06170459803218612
powery,selected,RandomForest,C-1,0.8863511258217831,77.25723706926473,97.57657028050299,0.052606107763870855,0.06644197703838377
powery,selected,RandomForest,C-2,0.8861010788562633,91.91800967909283,115.38295003922346,0.05704500785502831,0.07160752625413898
powery,selected,RandomForest,C-3,0.8923470659915258,92.46581284381806,113.65018061522089,0.05070709918969958,0.062324342415258006
powery,selected,RandomForest,C-4,0.8964220307549288,80.36663720726997,105.82944066885176,0.050384026704552366,0.0663473494733325
powery,selected,RandomForest,C-5,0.8947246351227958,74.79933851604302,96.84189619336037,0.04682960513112974,0.060629784284953775
powery,selected,RandomForest,C-6,0.8957892230006657,77.51722225206632,96.69312612696505,0.04760570803391062,0.05938221981585119
powery,selected,RandomForest,C-7,0.896161575154834,86.74449188839282,107.20334756864193,0.054684112130703795,0.06758146542345311
powery,selected,RandomForest,C-8,0.8962496815373309,95.20529393054093,116.57281165419802,0.05534935192210084,0.06777175207824417
powery,selected,RandomForest,C-9,0.8965849357902469,88.75900694411946,110.25810548915105,0.06071335925225761,0.0754192751756519
powery,selected,RandomForest,C-10,0.8972885632351273,77.81322212306941,97.75187248797127,0.05658910067426489,0.0710893393486622
powery,selected,RandomForest,C-11,0.8854742107071838,74.9236769975655,95.25028275737253,0.05186720418477353,0.06593864666565394
powery,selected,RandomForest,C-12,0.886225972964046,80.65847914740776,104.40159663124095,0.053397626746415044,0.06911607493189328
powery,selected,RandomForest,C-13,0.8652943024840977,97.86117151759916,120.97947198128482,0.053949963198019764,0.0666948694757083
powery,selected,RandomForest,C-14,0.8361719793969122,106.70537835445616,132.52594527921556,0.07597853478921232,0.09436382026051479
powery,selected,RandomForest,C-15,0.842295110683058,88.651261967026,110.10239288637467,0.06521118448980291,0.08099047093038249
powery,selected,GradientBoosting,A-2,0.9620829977126906,16.32500609079969,20.296771932816448,0.027701913445189106,0.03444160548377977
powery,selected,GradientBoosting,B-1,0.9727822804312887,17.8216099795887,22.229038395717776,0.02467700315383532,0.030779825797226525
powery,selected,GradientBoosting,B-2,0.9616298039754013,22.035641072821107,27.428552978806838,0.02677211797414406,0.033324215700463206
powery,selected,GradientBoosting,B-4,0.9691774995772361,17.243045341434517,21.39749092503069,0.024870193642917454,0.03086228286480918
powery,selected,GradientBoosting,B-5,0.9654062938928175,19.971651036102756,24.261775143874452,0.025306921228560812,0.030743118399233698
powery,selected,GradientBoosting,B-7,0.9719893530522189,16.172834005872936,20.57123377408945,0.02326132946839937,0.029587532167633303
powery,selected,GradientBoosting,B-8,0.9642573553694848,19.496771515938306,25.046095974538463,0.02661213842665677,0.03418669458052942
powery,selected,GradientBoosting,C-1,0.9811704115717585,31.761699157841484,39.71763622651761,0.021627221371676178,0.027044589357825083
powery,selected,GradientBoosting,C-2,0.9877961433229834,29.976581416746413,37.768556156339834,0.01860369179397218,0.023439449898157837
powery,selected,GradientBoosting,C-3,0.9733737892829742,45.00102240928747,56.52126552051809,0.02467799975759572,0.030995557481522433
powery,selected,GradientBoosting,C-4,0.9862844061064497,30.850828192712232,38.51058479721621,0.019341221749894992,0.024143331116700605
powery,selected,GradientBoosting,C-5,0.9802751179052206,31.569079765601963,41.91863331237302,0.019764446706426374,0.026243989380120212
powery,selected,GradientBoosting,C-6,0.9797038799707622,35.02697965199792,42.672274853235585,0.02151114446800617,0.02620635516582599
powery,selected,GradientBoosting,C-7,0.9888444425033073,27.6352407712513,35.137830269725924,0.01742137825924964,0.022151043929930975
powery,selected,GradientBoosting,C-8,0.9760605921794872,44.48866177855451,55.99628997675722,0.025864303293060997,0.032554474990820856
powery,selected,GradientBoosting,C-9,0.9899963363958372,27.553684822144078,34.292422242390494,0.0188474029050766,0.023456866214638317
powery,selected,GradientBoosting,C-10,0.9830999505394613,33.428886225897294,39.65150454624489,0.024310914732125075,0.028836268714135256
powery,selected,GradientBoosting,C-11,0.9809691860340198,31.04832222407771,38.82784692107315,0.021493735130527658,0.026879244919811786
powery,selected,GradientBoosting,C-12,0.9866101305425775,27.699361860074386,35.815725001729824,0.018337566011070422,0.023710770839101277
powery,selected,GradientBoosting,C-13,0.9724079083672654,41.96733308418243,54.75339009355738,0.023136204485386745,0.0301850400389189
powery,selected,GradientBoosting,C-14,0.9886449270985481,27.682012175027065,34.890065278826086,0.019710709595997217,0.02484313423995719
powery,selected,GradientBoosting,C-15,0.9784544129759719,32.73117514552379,40.696151779371846,0.024076799964525174,0.029935775338389887
htgr,full,Ridge,fluxQ1,-0.0013639751482004137,0.0033990220490273766,0.004204365644683976,0.13318336893464344,0.16473902573015525
htgr,full,Ridge,fluxQ2,0.0057154549249489595,0.003434895294037903,0.0043200341399937696,0.13458898489011714,0.16927124695813092
htgr,full,Ridge,fluxQ3,0.007214448329343037,0.003376266426645887,0.004200850834139104,0.13229173881066747,0.16460130543802975
htgr,full,Ridge,fluxQ4,0.013504789061355882,0.0033795091322780216,0.004220931289713402,0.13241879725698574,0.16538811490397384
htgr,full,KNN,fluxQ1,0.712196905515897,0.0017532005100966224,0.002253991254402488,0.06869539149339095,0.08831779979080932
htgr,full,KNN,fluxQ2,0.7299823536668997,0.0018083822578489623,0.0022512716799750476,0.07085756960325679,0.08821123911568259
htgr,full,KNN,fluxQ3,0.7138936391293335,0.0017609377798480314,0.002255138883998095,0.06899855976855516,0.08836276718838057
htgr,full,KNN,fluxQ4,0.719287396565667,0.0017678469671588025,0.0022516026335190967,0.06926928141418623,0.0882242068185458
htgr,full,RandomForest,fluxQ1,0.7159447541747979,0.0018116836914338155,0.002239267124285323,0.07098692917809996,0.08774086641840086
htgr,full,RandomForest,fluxQ2,0.696495938568862,0.001863824822289223,0.0023867893318861104,0.07302996725411726,0.09352120685678396
htgr,full,RandomForest,fluxQ3,0.6987550458035586,0.0018279413619261325,0.0023140323563711003,0.07162395103202282,0.09067038124494152
htgr,full,RandomForest,fluxQ4,0.6905422384636191,0.001868432646438703,0.002364076259825525,0.07321051493366577,0.09263124397562239
htgr,full,GradientBoosting,fluxQ1,0.9038891755679809,0.0010139657013853852,0.0013025387382707555,0.03973006533844835,0.05103717917346813
htgr,full,GradientBoosting,fluxQ2,0.9014735371301978,0.0010543925085850193,0.00135990409131084,0.04131410283525106,0.05328491716039583
htgr,full,GradientBoosting,fluxQ3,0.9040522364807995,0.0010072622552291352,0.0013059512476984118,0.039467405217483015,0.051170891016327914
htgr,full,GradientBoosting,fluxQ4,0.9024538085229055,0.0010005820171476811,0.0013272903925968128,0.03920565445501646,0.052007019516455415
htgr,selected,Ridge,fluxQ1,-0.0013639751482004137,0.0033990220490273766,0.004204365644683976,0.13318336893464344,0.16473902573015525
htgr,selected,Ridge,fluxQ2,0.0057154549249489595,0.003434895294037903,0.0043200341399937696,0.13458898489011714,0.16927124695813092
htgr,selected,Ridge,fluxQ3,0.007214448329343037,0.003376266426645887,0.004200850834139104,0.13229173881066747,0.16460130543802975
htgr,selected,Ridge,fluxQ4,0.013504789061355882,0.0033795091322780216,0.004220931289713402,0.13241879725698574,0.16538811490397384
htgr,selected,KNN,fluxQ1,0.7121969055158963,0.001753200510096624,0.0022539912544024907,0.06869539149339102,0.08831779979080943
htgr,selected,KNN,fluxQ2,0.7299823536668997,0.0018083822578489638,0.0022512716799750476,0.07085756960325684,0.08821123911568259
htgr,selected,KNN,fluxQ3,0.7138936391293338,0.0017609377798480299,0.0022551388839980933,0.06899855976855511,0.0883627671883805
htgr,selected,KNN,fluxQ4,0.7192873965656668,0.001767846967158802,0.0022516026335190975,0.06926928141418622,0.08822420681854584
htgr,selected,RandomForest,fluxQ1,0.7121913186931804,0.0018278173328785874,0.002254013131492542,0.071619091220536,0.08831865699753345
htgr,selected,RandomForest,fluxQ2,0.6946637470058898,0.0018758315261349127,0.0023939827699132354,0.07350042412227056,0.09380306625541576
htgr,selected,RandomForest,fluxQ3,0.6938741861110749,0.0018421606081155094,0.002332703349750897,0.07218110161354205,0.0914019639660331
htgr,selected,RandomForest,fluxQ4,0.7018492393051485,0.0018237348267423072,0.0023204849326153446,0.0714591269975673,0.09092321156793458
htgr,selected,GradientBoosting,fluxQ1,0.9038891755679809,0.0010139657013853852,0.0013025387382707555,0.03973006533844835,0.05103717917346813
htgr,selected,GradientBoosting,fluxQ2,0.9014735371301978,0.0010543925085850193,0.0013599040913108403,0.04131410283525106,0.05328491716039584
htgr,selected,GradientBoosting,fluxQ3,0.9040522364807994,0.0010072622552291346,0.0013059512476984122,0.039467405217482994,0.051170891016327935
htgr,selected,GradientBoosting,fluxQ4,0.9024266776331433,0.0010007736967426563,0.0013274749619028414,0.03921316500771268,0.052014251467770896
microreactor,full,Ridge,fluxQ1,0.11837495803312559,3.561207544326265e+17,4.296162950496245e+17,0.12718598372593803,0.1534343910891516
microreactor,full,Ridge,fluxQ2,0.22880758124680178,3.599895293226093e+17,4.4283968191049766e+17,0.1333294553046701,0.16401469700388802
microreactor,full,Ridge,fluxQ3,0.25207980442297073,3.5562058368021146e+17,4.4860157908654944e+17,0.12700735131436122,0.16021484967376765
microreactor,full,Ridge,fluxQ4,0.01403437690163356,3.9353637043987104e+17,4.7835635357599085e+17,0.14054870372852538,0.17084155484856817
microreactor,full,KNN,fluxQ1,0.429940649768923,2.836390063809981e+17,3.454608390211275e+17,0.10129964513607076,0.1233788710789741
microreactor,full,KNN,fluxQ2,0.38918370871230257,3.176900890873124e+17,3.9411272751450234e+17,0.11766299595826385,0.1459676768572231
microreactor,full,KNN,fluxQ3,0.4313612621564237,3.176651437961778e+17,3.911572542262925e+17,0.1134518370700635,0.13969901936653303
microreactor,full,KNN,fluxQ4,0.3365306645025533,3.094513235567146e+17,3.9240188758166266e+17,0.11051832984168379,0.14014353127916523
microreactor,full,RandomForest,fluxQ1,0.5213903959162725,2.60012916774173e+17,3.165406510945076e+17,0.09286175599077606,0.11305023253375271
microreactor,full,RandomForest,fluxQ2,0.4964577709820609,2.921397518228633e+17,3.578352360955879e+17,0.10819990808254196,0.13253156892429183
microreactor,full,RandomForest,fluxQ3,0.5309466652223449,2.941972496965857e+17,3.552583396949283e+17,0.10507044632020919,0.1268779784624744
microreactor,full,RandomForest,fluxQ4,0.37509650130582806,3.071493782033528e+17,3.8082647975899155e+17,0.10969620650119744,0.1360094570567827
microreactor,full,GradientBoosting,fluxQ1,0.6423860553588261,2.212571616912609e+17,2.73618847508772e+17,0.07902041488973603,0.09772101696741857
microreactor,full,GradientBoosting,fluxQ2,0.6557899560393992,2.4160928563602208e+17,2.958536446430868e+17,0.0894849206059341,0.10957542394188399
microreactor,full,GradientBoosting,fluxQ3,0.6871641149828331,2.4295157258671146e+17,2.901292064325925e+17,0.08676841878096837,0.1036175737259259
microreactor,full,GradientBoosting,fluxQ4,0.6471943607229809,2.381341781888263e+17,2.8614648757005178e+17,0.08504792078172368,0.10219517413216135
microreactor,selected,Ridge,fluxQ1,0.1183749580331257,3.561207544326265e+17,4.2961629504962445e+17,0.12718598372593803,0.15343439108915158
microreactor,selected,Ridge,fluxQ2,0.228807581246802,3.599895293226092e+17,4.428396819104976e+17,0.13332945530467008,0.164014697003888
microreactor,selected,Ridge,fluxQ3,0.25207980442297073,3.5562058368021146e+17,4.4860157908654944e+17,0.12700735131436122,0.16021484967376765
microreactor,selected,Ridge,fluxQ4,0.014034376901633672,3.9353637043987104e+17,4.7835635357599085e+17,0.14054870372852538,0.17084155484856817
microreactor,selected,KNN,fluxQ1,0.4299406497689229,2.836390063809981e+17,3.454608390211275e+17,0.10129964513607076,0.1233788710789741
microreactor,selected,KNN,fluxQ2,0.3891837087123018,3.176900890873126e+17,3.941127275145026e+17,0.11766299595826392,0.14596767685722317
microreactor,selected,KNN,fluxQ3,0.4313612621564238,3.176651437961778e+17,3.911572542262924e+17,0.1134518370700635,0.139699019366533
microreactor,selected,KNN,fluxQ4,0.3365306645025533,3.0945132355671475e+17,3.9240188758166266e+17,0.11051832984168385,0.14014353127916523
microreactor,selected,RandomForest,fluxQ1,0.5159266862209251,2.630343894638598e+17,3.183423056351552e+17,0.09394085337994994,0.113693680583984
microreactor,selected,RandomForest,fluxQ2,0.4975764084745862,2.927159434935935e+17,3.5743754306310074e+17,0.10841331240503461,0.13238427520855583
microreactor,selected,RandomForest,fluxQ3,0.526611556807099,2.947120289938188e+17,3.568962571710416e+17,0.105254296069221,0.1274629489896577
microreactor,selected,RandomForest,fluxQ4,0.38273969446582723,3.076159740737555e+17,3.784903706760518e+17,0.10986284788348412,0.1351751323843042
microreactor,selected,GradientBoosting,fluxQ1,0.6421998429439125,2.21103161378319e+17,2.7369007598877587e+17,0.07896541477797107,0.0977464557102771
microreactor,selected,GradientBoosting,fluxQ2,0.6554137921685671,2.418391327624858e+17,2.960152597172908e+17,0.08957004917129104,0.10963528137677438
microreactor,selected,GradientBoosting,fluxQ3,0.6866027930874312,2.4303013350902358e+17,2.903893794117701e+17,0.0867964762532227,0.10371049264706075
microreactor,selected,GradientBoosting,fluxQ4,0.645425695678366,2.387463559883536e+17,2.8686283750093872e+17,0.08526655571012628,0.1024510133931924
